unit_id,average_baseline_price,number_of_bookings,property_id,bedroom,bathroom,beds,capacity,ac,balcony,beachfront,breakfast,building_staff,cable_tv,essentials,garden,gym,hair_dryer,hanger,heating,hot_water,kitchen,linens,lock,luggage_drop_off,parking,pool,private_entrance,shampoo,tv,washer,wifi,workspace,property_type,property_design,lat,lng,area_id,area_name
UN2256,765366.9194003808,176,PR0427,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,4,3,-8.67666,115.514889,A0020,Nusa Penida
UN2257,716808.4306626217,259,PR0427,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,4,3,-8.67666,115.514889,A0020,Nusa Penida
UN2260,765180.5267203196,219,PR0427,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,4,3,-8.67666,115.514889,A0020,Nusa Penida
UN2270,4945951.966,10,PR0437,4,5,4,8,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,2,5,,,A0012,Nusa Dua
UN2294,603378.4973333332,5,PR0446,1,1,1,2,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,4,1,-8.676092,115.5474495,A0020,Nusa Penida
UN2295,575422.6653333332,5,PR0446,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,4,1,-8.676092,115.5474495,A0020,Nusa Penida
UN2296,399035.91802898544,115,PR0447,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,4,2,-8.675,115.5445613,A0020,Nusa Penida
UN2306,462158.5789833333,90,PR0447,1,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,4,2,-8.675,115.5445613,A0020,Nusa Penida
UN2307,440449.7416975308,81,PR0447,1,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,2,-8.675,115.5445613,A0020,Nusa Penida
UN2308,275447.6231994047,56,PR0447,1,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,4,2,-8.675,115.5445613,A0020,Nusa Penida
UN2333,454814.3218208874,44,PR0446,1,1,1,2,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,4,1,-8.676092,115.5474495,A0020,Nusa Penida
UN2355,1508423.7782351659,133,PR0417,3,5,3,6,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,2,4,-8.807392,115.157375,A0011,Ungasan
UN2357,362545.3872217189,86,PR0467,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,4,1,-8.650003,115.133906,A0003,Canggu
UN2358,375294.6195272291,121,PR0467,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,4,1,-8.650003,115.133906,A0003,Canggu
UN2359,374858.76571030327,119,PR0467,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,4,1,-8.650003,115.133906,A0003,Canggu
UN2360,376069.9452904658,82,PR0467,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,4,1,-8.650003,115.133906,A0003,Canggu
UN2361,390013.0140472144,107,PR0467,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,4,1,-8.650003,115.133906,A0003,Canggu
UN2362,389308.5029687096,88,PR0467,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,4,1,-8.650003,115.133906,A0003,Canggu
UN2363,375934.47282001673,90,PR0467,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,4,1,-8.650003,115.133906,A0003,Canggu
UN2371,470614.8804937931,144,PR0314,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,4,1,-8.835812,115.118645,A0002,Uluwatu
UN2377,487023.1510610598,124,PR0314,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,4,1,-8.835812,115.118645,A0002,Uluwatu
UN2407,436499.196163773,98,PR0494,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,4,1,-8.836065,115.11936,A0002,Uluwatu
UN2408,453931.9644223614,126,PR0494,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,4,1,-8.836065,115.11936,A0002,Uluwatu
UN2415,454533.3020418498,67,PR0497,1,1,1,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,3,-8.6681247,115.1605863,A0015,Seminyak
UN2416,453486.87096639164,74,PR0497,1,1,1,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,3,-8.6681247,115.1605863,A0015,Seminyak
UN2417,629449.9888412697,42,PR0497,1,1,1,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,3,-8.6681247,115.1605863,A0015,Seminyak
UN2418,654371.3720201568,48,PR0497,1,1,1,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,3,-8.6681247,115.1605863,A0015,Seminyak
UN2419,558523.9755045223,65,PR0497,1,1,1,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,3,-8.6681247,115.1605863,A0015,Seminyak
UN2420,595027.1728068797,69,PR0497,1,1,1,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,3,-8.6681247,115.1605863,A0015,Seminyak
UN2436,406977.1799862912,74,PR0492,1,1,1,2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,4,4,-8.646509,115.154492,A0003,Canggu
UN2437,403804.5368969104,86,PR0492,1,1,1,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,4,4,-8.646509,115.154492,A0003,Canggu
UN2439,400204.5454348538,92,PR0492,1,1,1,2,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,4,4,-8.646509,115.154492,A0003,Canggu
UN2440,272857.55921302986,12,PR0492,1,1,1,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,4,4,-8.646509,115.154492,A0003,Canggu
UN2442,390367.69592690043,97,PR0492,1,1,1,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,4,4,-8.646509,115.154492,A0003,Canggu
UN2454,854050.0092585961,265,PR0502,1,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,2,1,-8.805481,115.11358,A0008,Bingin
UN2456,827483.5625948597,267,PR0502,1,,,,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,2,1,-8.805481,115.11358,A0008,Bingin
UN2458,366266.00135087705,19,PR0498,1,1,1,2,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,4,4,-8.6781316,115.567218,A0020,Nusa Penida
UN2459,539087.173148148,9,PR0498,1,1,1,2,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,4,4,-8.6781316,115.567218,A0020,Nusa Penida
UN2460,505368.6580303029,11,PR0498,1,1,1,2,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,4,4,-8.6781316,115.567218,A0020,Nusa Penida
UN2461,279806.041,5,PR0498,1,1,1,2,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,4,4,-8.6781316,115.567218,A0020,Nusa Penida
UN2462,332616.8496666666,5,PR0498,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,4,4,-8.6781316,115.567218,A0020,Nusa Penida
UN2463,203165.342,5,PR0498,1,,,,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,4,-8.6781316,115.567218,A0020,Nusa Penida
UN2464,215426.75556122442,7,PR0498,1,1,1,2,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,4,-8.6781316,115.567218,A0020,Nusa Penida
UN2467,466136.0797485417,148,PR0494,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,4,1,-8.836065,115.11936,A0002,Uluwatu
UN2468,496268.4644173057,120,PR0494,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,4,1,-8.836065,115.11936,A0002,Uluwatu
UN2469,457937.6868051687,125,PR0494,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,4,1,-8.836065,115.11936,A0002,Uluwatu
UN2470,477791.7678303511,113,PR0494,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,4,1,-8.836065,115.11936,A0002,Uluwatu
UN2471,385535.5067700769,127,PR0494,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,4,1,-8.836065,115.11936,A0002,Uluwatu
UN2493,392741.44452582195,85,PR0510,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,4,1,-8.649104,115.13234,A0003,Canggu
UN2494,384629.25839994283,97,PR0510,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,4,1,-8.649104,115.13234,A0003,Canggu
UN2495,403134.359095508,58,PR0510,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,4,1,-8.649104,115.13234,A0003,Canggu
UN2496,389449.4731108294,67,PR0510,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,4,1,-8.649104,115.13234,A0003,Canggu
UN2497,394135.6967572812,63,PR0510,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,4,1,-8.649104,115.13234,A0003,Canggu
UN2498,389469.2866214486,71,PR0510,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,4,1,-8.649104,115.13234,A0003,Canggu
UN2499,396128.4353426591,94,PR0510,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,4,1,-8.649104,115.13234,A0003,Canggu
UN2500,528066.6249417303,193,PR0513,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,4,3,-8.835766,115.123054,A0002,Uluwatu
UN2501,552748.5423057068,186,PR0513,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,4,3,-8.835766,115.123054,A0002,Uluwatu
UN2502,600818.3228560308,149,PR0513,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,4,3,-8.835766,115.123054,A0002,Uluwatu
UN2503,554877.2352018945,173,PR0513,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,4,3,-8.835766,115.123054,A0002,Uluwatu
UN2504,545695.4201669878,194,PR0513,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,4,3,-8.835766,115.123054,A0002,Uluwatu
UN2505,557470.7836470655,186,PR0513,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,4,3,-8.835766,115.123054,A0002,Uluwatu
UN2506,199135.6756940437,28,PR0517,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,4,1,-8.6444611,115.1350249,A0003,Canggu
UN0369,1129294.216018064,176,PR0282,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.8063269,115.11306,A0008,Bingin
UN0377,991290.6387244398,102,PR0282,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.8063269,115.11306,A0008,Bingin
UN0668,1811921.3633333333,6,PR0293,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-7.8064016,110.3657658,A0001,Yogyakarta
UN0710,704118.2497769956,68,PR0198,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0711,728899.8171307042,48,PR0198,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0712,569678.7324148524,56,PR0198,1,1,1,2,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0713,486555.3173362939,52,PR0198,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0718,414189.1059970611,33,PR0198,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0719,397534.8815833332,5,PR0198,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0720,357567.7570328484,89,PR0198,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0721,341196.7633762405,68,PR0198,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0723,607439.4547883597,18,PR0198,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0723,607439.4547883597,18,PR0198,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0725,504050.2145399819,70,PR0198,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0726,602549.0939611591,66,PR0198,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-8.6552572,115.1296974,A0003,Canggu
UN0731,378438.12966378866,50,PR0245,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0731,378438.12966378866,50,PR0245,1,1,1,2,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0732,409151.5978030303,11,PR0245,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0733,428114.0408373248,107,PR0245,1,1,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0734,325871.864836175,45,PR0245,1,1,1,2,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0735,402629.8308836623,82,PR0245,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0736,372066.736873619,99,PR0245,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0737,793612.0618041268,25,PR0245,1,1,1,2,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0738,507013.08870152105,120,PR0245,1,1,1,2,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0738,507013.08870152105,120,PR0245,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0739,450122.20134426083,86,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0740,298187.8941666666,5,PR0245,1,1,1,2,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0741,335730.6191666666,39,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0742,323339.9280510203,14,PR0245,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0743,414956.63534293394,62,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0744,355839.2728833873,24,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0745,442816.8124603745,139,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0746,373731.12342197314,31,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0747,377182.656496803,55,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0748,438016.8726143127,32,PR0245,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0749,486502.410547619,20,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0750,428234.6336520181,142,PR0245,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0751,412918.739333271,85,PR0245,1,1,1,2,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,4,0,-8.822391,115.0871096,A0002,Uluwatu
UN0788,402273.074,5,PR0200,1,1,1,3,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,4,0,-8.6536431,115.1323949,A0003,Canggu
UN0790,368177.3984294949,8,PR0200,1,1,1,2,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.6536431,115.1323949,A0003,Canggu
UN0792,304348.8252529181,10,PR0200,1,1,1,3,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.6536431,115.1323949,A0003,Canggu
UN0795,270783.61765005375,9,PR0200,1,1,1,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,4,0,-8.6536431,115.1323949,A0003,Canggu
UN1000,817094.2249140773,273,PR0254,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1001,839729.2288455853,240,PR0254,1,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1002,903886.428717692,244,PR0254,1,1,1,2,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1003,689428.5939848464,182,PR0254,1,1,1,2,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1004,778215.5721965765,134,PR0254,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1005,891267.3935434523,40,PR0254,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1006,830317.8481278911,35,PR0254,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1007,675321.0260465818,176,PR0254,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1008,692259.3221269393,146,PR0254,1,1,1,2,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1009,689029.2724213833,107,PR0254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1010,546582.5315340147,249,PR0254,1,1,1,2,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1011,504290.05418333324,20,PR0254,1,1,2,2,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1012,617182.9310699588,81,PR0254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1014,756102.3629874358,231,PR0254,1,1,1,2,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1015,707308.9490230286,170,PR0254,1,1,1,2,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1016,726295.2310437817,212,PR0254,1,1,1,2,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1017,703761.7056097051,175,PR0254,1,1,1,2,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1018,636296.1478769404,140,PR0254,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-8.821746,115.089633,A0002,Uluwatu
UN1132,423596.1702857142,15,PR0115,1,1,1,2,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,4,1,-8.835272,115.119866,A0002,Uluwatu
UN1135,460433.0850218775,174,PR0115,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,4,1,-8.835272,115.119866,A0002,Uluwatu
UN1136,476549.193871821,93,PR0115,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,4,1,-8.835272,115.119866,A0002,Uluwatu
UN1137,305915.48291666666,6,PR0115,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,1,-8.835272,115.119866,A0002,Uluwatu
UN1138,470956.2491513605,70,PR0115,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,1,-8.835272,115.119866,A0002,Uluwatu
UN1139,445846.9311796945,53,PR0115,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,1,-8.835272,115.119866,A0002,Uluwatu
UN1169,678755.7824340188,157,PR0112,1,1,1,3,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,4,0,-8.797821,115.149441,A0010,Jimbaran
UN1170,678860.4413948612,150,PR0112,1,1,1,2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,4,0,-8.797821,115.149441,A0010,Jimbaran
UN1172,721947.1270779921,130,PR0112,1,1,1,3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,4,0,-8.797821,115.149441,A0010,Jimbaran
